nas_eps_emm_nas_key_set_id_value,nested_field2_size,nas_eps_seq_no_value,gsm_a_L3_protocol_discriminator_value,nas_eps_nas_msg_emm_type_size,nas_eps_emm_cause_size,nas_eps_emm_esm_msg_cont_value,gsm_a_L3_protocol_discriminator_size,nas_eps_emm_nas_key_set_id_show,nas_eps_emm_res_size,gsm_a_dtap_rand_value,nas_eps_msg_auth_code_show,nested_field4_value,gsm_a_dtap_time_zone_time_show,nas_eps_common_elem_id_show,nas_eps_security_header_type_size,e212_assoc_imsi_size,nested_field3_value,nested_field1_size,nas_eps_emm_detach_type_ul_size,nested_field4_show,nas_eps_emm_elem_id_show,nas_eps_emm_spare_half_octet_show,gsm_a_L3_protocol_discriminator_show,nas_eps_spare_bits_value,nested_field3_size,nas_eps_emm_elem_id_size,gsm_a_len_value,nested_field6_value,gsm_a_dtap_autn_show,nas_eps_nas_msg_emm_type_show,3gpp_tmsi_value,nested_field2_value,nas_eps_emm_hash_mme_value,nas_eps_emm_spare_half_octet_value,gsm_a_id_dig_1_size,nested_field1_show,gsm_a_len_show,nas_eps_emm_id_type2_size,nas_eps_emm_cause_show,nas_eps_spare_bits_show,nested_field4_size,gsm_a_len_size,gsm_a_dtap_rand_size,gsm_a_spare_bits_size,nas_eps_emm_tsc_show,nas_eps_emm_update_type_value_show,nas_eps_seq_no_show,nas_eps_msg_auth_code_size,gsm_a_oddevenind_show,nested_field5_size,gsm_a_gm_elem_id_size,nas_eps_emm_imeisv_req_value,nas_eps_emm_m_tmsi_show,nas_eps_emm_eps_att_type_show,nested_field1_value,nas_eps_security_header_type_unmaskedvalue,nested_field2_show,gsm_a_dtap_dst_adjustment_size,e212_tai_mnc_value,nas_eps_emm_res_show,gsm_a_filler_size,nas_eps_emm_128eia1_unmaskedvalue,nas_eps_emm_ebi14_size,label
0.0,17.0,28,7,1,-1.0,57,1,0.0,-1.0,224,549,121,104,2,1,-1.0,162,16.0,-1.0,6,4,0.0,0,-1.0,-1.0,-1.0,7,-1.0,224,82,72,230,44,0.0,-1.0,0,16.0,-1.0,-1.0,1,-1.0,1.0,16.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,376,7,0,-1.0,1,71,-1.0,-1.0,-1.0,1
0.0,17.0,28,7,1,-1.0,57,1,0.0,-1.0,93,549,121,104,2,1,-1.0,162,16.0,-1.0,6,4,0.0,0,-1.0,-1.0,-1.0,7,-1.0,114,82,72,120,44,0.0,-1.0,0,16.0,-1.0,-1.0,1,-1.0,1.0,16.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,245,7,0,-1.0,1,71,-1.0,-1.0,-1.0,1
0.0,17.0,28,7,1,-1.0,57,1,0.0,-1.0,52,549,121,104,2,1,-1.0,162,16.0,-1.0,6,4,0.0,0,-1.0,-1.0,-1.0,7,-1.0,51,82,72,57,44,0.0,-1.0,0,16.0,-1.0,-1.0,1,-1.0,1.0,16.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,200,7,0,-1.0,1,71,-1.0,-1.0,-1.0,0
-1.0,-1.0,28,7,1,-1.0,57,1,-1.0,8.0,244,549,121,104,2,1,-1.0,162,9.0,-1.0,6,4,-1.0,0,-1.0,-1.0,-1.0,3,-1.0,244,83,72,253,44,-1.0,-1.0,1,8.0,-1.0,-1.0,1,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,63,7,7,-1.0,1,51,-1.0,-1.0,-1.0,0
0.0,3.0,0,7,1,-1.0,57,1,0.0,-1.0,244,201,29,104,2,1,-1.0,161,1.0,-1.0,4,0,0.0,0,2.0,1.0,1.0,1,-1.0,244,93,72,0,27,0.0,-1.0,9,2.0,-1.0,-1.0,0,10.0,1.0,-1.0,-1.0,0.0,-1.0,0.0,4.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,4,37,6,-1.0,1,71,-1.0,70.0,-1.0,0
-1.0,7.0,16,7,1,-1.0,27,1,-1.0,-1.0,244,33,72,104,2,1,-1.0,26,1.0,-1.0,1,1,0.0,0,1.0,31.0,1.0,2,-1.0,244,66,27,4,44,1.0,-1.0,6,6.0,-1.0,-1.0,0,13.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,4.0,-1.0,4.0,-1.0,-1.0,3221226319.0,-1.0,219,27,4,-1.0,0,71,-1.0,-1.0,-1.0,0
-1.0,2.0,17,7,1,-1.0,57,1,-1.0,-1.0,244,48,0,36,2,1,-1.0,109,17.0,-1.0,0,4,-1.0,0,-1.0,8.0,-1.0,6,-1.0,244,97,72,250,44,-1.0,-1.0,10,15.0,-1.0,-1.0,1,3.0,1.0,-1.0,1.0,-1.0,-1.0,2.0,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,208,27,3,1.0,1,71,-1.0,-1.0,-1.0,0
9.0,-1.0,17,7,1,-1.0,57,1,0.0,-1.0,244,0,121,104,2,1,-1.0,162,12.0,1.0,6,4,-1.0,0,-1.0,-1.0,-1.0,5,-1.0,244,69,27,253,44,-1.0,-1.0,3,11.0,-1.0,-1.0,1,-1.0,1.0,-1.0,-1.0,0.0,-1.0,2.0,4.0,-1.0,-1.0,-1.0,-1.0,3221226319.0,-1.0,112,17,7,-1.0,1,71,-1.0,-1.0,-1.0,0
1.0,3.0,19,7,1,-1.0,0,1,0.0,-1.0,244,512,119,104,2,1,-1.0,0,12.0,-1.0,5,4,-1.0,0,1.0,6.0,-1.0,5,-1.0,244,65,27,0,44,-1.0,-1.0,3,11.0,-1.0,-1.0,0,1.0,1.0,-1.0,1.0,0.0,-1.0,3.0,4.0,-1.0,1.0,-1.0,-1.0,3221226319.0,1.0,112,17,5,-1.0,1,71,-1.0,70.0,-1.0,0
0.0,17.0,28,7,1,-1.0,57,1,0.0,-1.0,214,549,121,104,2,1,-1.0,162,16.0,-1.0,6,4,0.0,0,-1.0,-1.0,-1.0,7,-1.0,225,82,72,231,44,0.0,-1.0,0,16.0,-1.0,-1.0,1,-1.0,1.0,16.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,366,7,0,-1.0,1,71,-1.0,-1.0,-1.0,0
-1.0,-1.0,28,7,1,-1.0,57,1,-1.0,8.0,244,549,121,104,2,1,-1.0,162,9.0,-1.0,6,4,-1.0,0,-1.0,-1.0,-1.0,3,-1.0,244,83,72,253,44,-1.0,-1.0,1,8.0,-1.0,-1.0,1,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,29,7,7,-1.0,1,18,-1.0,-1.0,-1.0,0
0.0,3.0,0,7,1,-1.0,57,1,0.0,-1.0,244,195,34,104,2,1,-1.0,161,1.0,-1.0,4,0,0.0,0,2.0,1.0,1.0,1,-1.0,244,93,72,0,32,0.0,-1.0,9,2.0,-1.0,-1.0,0,10.0,1.0,-1.0,-1.0,0.0,-1.0,0.0,4.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,4,37,6,-1.0,1,71,-1.0,70.0,-1.0,0
-1.0,7.0,16,7,1,-1.0,28,1,-1.0,-1.0,244,301,111,104,2,1,-1.0,27,1.0,-1.0,1,1,0.0,0,1.0,31.0,1.0,2,-1.0,244,66,66,4,44,1.0,-1.0,6,6.0,-1.0,-1.0,0,13.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,4.0,-1.0,4.0,-1.0,-1.0,3221227426.0,-1.0,219,27,4,-1.0,0,71,-1.0,-1.0,-1.0,0
-1.0,2.0,17,7,1,-1.0,57,1,-1.0,-1.0,244,346,0,37,2,1,-1.0,113,17.0,-1.0,0,4,-1.0,0,-1.0,8.0,-1.0,6,-1.0,244,97,72,250,44,-1.0,-1.0,10,15.0,-1.0,-1.0,1,3.0,1.0,-1.0,1.0,-1.0,-1.0,2.0,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,208,27,3,1.0,1,71,-1.0,-1.0,-1.0,0
1.0,7.0,17,7,1,-1.0,57,1,0.0,-1.0,244,46,121,104,2,1,-1.0,162,12.0,-1.0,6,4,-1.0,0,-1.0,-1.0,-1.0,5,-1.0,244,72,66,1,44,-1.0,-1.0,4,11.0,-1.0,-1.0,1,-1.0,1.0,-1.0,-1.0,0.0,1.0,2.0,4.0,-1.0,-1.0,-1.0,-1.0,3221227426.0,-1.0,150,17,2,-1.0,1,71,-1.0,-1.0,-1.0,0
1.0,3.0,19,7,1,-1.0,0,1,0.0,-1.0,244,19,119,104,2,1,-1.0,0,12.0,-1.0,5,4,-1.0,0,1.0,6.0,-1.0,5,-1.0,244,65,66,0,44,-1.0,-1.0,3,11.0,-1.0,-1.0,0,1.0,1.0,-1.0,1.0,0.0,-1.0,3.0,4.0,-1.0,1.0,-1.0,-1.0,3221227426.0,1.0,150,17,5,-1.0,1,71,-1.0,70.0,-1.0,0
-1.0,7.0,21,7,1,-1.0,28,1,-1.0,-1.0,244,254,117,104,2,1,-1.0,27,1.0,-1.0,2,3,0.0,0,1.0,31.0,1.0,2,-1.0,244,66,72,4,44,1.0,-1.0,6,6.0,-1.0,-1.0,0,4.0,1.0,-1.0,-1.0,-1.0,-1.0,4.0,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,219,27,4,-1.0,0,71,-1.0,-1.0,-1.0,0
-1.0,2.0,23,7,1,-1.0,57,1,-1.0,-1.0,244,115,0,38,2,1,-1.0,114,17.0,-1.0,0,4,-1.0,0,-1.0,8.0,-1.0,6,-1.0,244,97,72,250,44,-1.0,-1.0,10,15.0,-1.0,-1.0,1,3.0,1.0,-1.0,1.0,-1.0,-1.0,5.0,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,208,27,3,1.0,1,71,-1.0,-1.0,-1.0,0
1.0,7.0,23,7,1,-1.0,57,1,0.0,-1.0,244,435,121,104,2,1,-1.0,162,12.0,-1.0,6,4,-1.0,0,-1.0,-1.0,-1.0,5,-1.0,244,72,66,1,44,-1.0,-1.0,4,11.0,-1.0,-1.0,1,-1.0,1.0,-1.0,-1.0,0.0,1.0,5.0,4.0,-1.0,-1.0,-1.0,-1.0,3221227426.0,-1.0,150,17,2,-1.0,1,71,-1.0,-1.0,-1.0,0
1.0,3.0,24,7,1,-1.0,0,1,0.0,-1.0,244,173,119,104,2,1,-1.0,0,12.0,-1.0,5,4,-1.0,0,1.0,6.0,-1.0,5,-1.0,244,65,66,0,44,-1.0,-1.0,3,11.0,-1.0,-1.0,0,1.0,1.0,-1.0,1.0,0.0,-1.0,6.0,4.0,-1.0,1.0,-1.0,-1.0,3221227426.0,1.0,150,17,5,-1.0,1,71,-1.0,70.0,-1.0,0
0.0,17.0,28,7,1,-1.0,57,1,0.0,-1.0,76,549,121,104,2,1,-1.0,162,16.0,-1.0,6,4,0.0,0,-1.0,-1.0,-1.0,7,-1.0,146,82,72,152,44,0.0,-1.0,0,16.0,-1.0,-1.0,1,-1.0,1.0,16.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,226,7,0,-1.0,1,71,-1.0,-1.0,-1.0,0
-1.0,-1.0,28,7,1,-1.0,57,1,-1.0,8.0,244,549,121,104,2,1,-1.0,162,9.0,-1.0,6,4,-1.0,0,-1.0,-1.0,-1.0,3,-1.0,244,83,72,253,44,-1.0,-1.0,1,8.0,-1.0,-1.0,1,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,36,7,7,-1.0,1,25,-1.0,-1.0,-1.0,0
0.0,3.0,0,7,1,-1.0,57,1,0.0,-1.0,244,497,14,104,2,1,-1.0,161,1.0,-1.0,4,0,0.0,0,2.0,1.0,1.0,1,-1.0,244,93,72,0,12,0.0,-1.0,9,2.0,-1.0,-1.0,0,10.0,1.0,-1.0,-1.0,0.0,-1.0,0.0,4.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,4,37,6,-1.0,1,71,-1.0,70.0,-1.0,0
-1.0,7.0,16,7,1,-1.0,29,1,-1.0,-1.0,244,194,64,104,2,1,-1.0,28,1.0,-1.0,1,1,0.0,0,1.0,31.0,1.0,2,-1.0,244,66,19,4,44,1.0,-1.0,6,6.0,-1.0,-1.0,0,13.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,4.0,-1.0,4.0,-1.0,-1.0,3221226092.0,-1.0,219,27,4,-1.0,0,71,-1.0,-1.0,-1.0,0
-1.0,2.0,17,7,1,-1.0,57,1,-1.0,-1.0,244,215,0,39,2,1,-1.0,115,17.0,-1.0,0,4,-1.0,0,-1.0,8.0,-1.0,6,-1.0,244,97,72,250,44,-1.0,-1.0,10,15.0,-1.0,-1.0,1,3.0,1.0,-1.0,1.0,-1.0,-1.0,2.0,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,208,27,3,1.0,1,71,-1.0,-1.0,-1.0,0
1.0,7.0,17,7,1,-1.0,57,1,0.0,-1.0,244,58,121,104,2,1,-1.0,162,12.0,-1.0,6,4,-1.0,0,-1.0,-1.0,-1.0,5,-1.0,244,72,19,1,44,-1.0,-1.0,4,11.0,-1.0,-1.0,1,-1.0,1.0,-1.0,-1.0,0.0,1.0,2.0,4.0,-1.0,-1.0,-1.0,-1.0,3221226092.0,-1.0,104,17,2,-1.0,1,71,-1.0,-1.0,-1.0,1
1.0,3.0,19,7,1,-1.0,0,1,0.0,-1.0,244,409,119,104,2,1,-1.0,0,12.0,-1.0,5,4,-1.0,0,1.0,6.0,-1.0,5,-1.0,244,65,19,0,44,-1.0,-1.0,3,11.0,-1.0,-1.0,0,1.0,1.0,-1.0,1.0,0.0,-1.0,3.0,4.0,-1.0,1.0,-1.0,-1.0,3221226092.0,1.0,104,17,5,-1.0,1,71,-1.0,70.0,-1.0,1
0.0,17.0,28,7,1,-1.0,57,1,0.0,-1.0,0,549,121,104,2,1,-1.0,162,16.0,-1.0,6,4,0.0,0,-1.0,-1.0,-1.0,7,-1.0,37,82,72,43,44,0.0,-1.0,0,16.0,-1.0,-1.0,1,-1.0,1.0,16.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,7,0,-1.0,1,71,-1.0,-1.0,-1.0,1
1.0,3.0,23,7,1,-1.0,0,1,0.0,-1.0,244,137,119,104,2,1,-1.0,0,12.0,-1.0,5,4,-1.0,0,1.0,6.0,-1.0,5,-1.0,244,65,19,0,44,-1.0,-1.0,3,11.0,-1.0,-1.0,0,1.0,1.0,-1.0,1.0,0.0,-1.0,5.0,4.0,-1.0,1.0,-1.0,-1.0,3221226092.0,1.0,104,17,5,-1.0,1,71,-1.0,70.0,-1.0,1
0.0,17.0,28,7,1,-1.0,57,1,0.0,-1.0,110,549,121,104,2,1,-1.0,162,16.0,-1.0,6,4,0.0,0,-1.0,-1.0,-1.0,7,-1.0,57,82,72,63,44,0.0,-1.0,0,16.0,-1.0,-1.0,1,-1.0,1.0,16.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,262,7,0,-1.0,1,71,-1.0,-1.0,-1.0,1
1.0,3.0,25,7,1,-1.0,0,1,0.0,-1.0,244,360,119,104,2,1,-1.0,0,12.0,-1.0,5,4,-1.0,0,1.0,6.0,-1.0,5,-1.0,244,65,19,0,44,-1.0,-1.0,3,11.0,-1.0,-1.0,0,1.0,1.0,-1.0,1.0,0.0,-1.0,7.0,4.0,-1.0,1.0,-1.0,-1.0,3221226092.0,1.0,104,17,5,-1.0,1,71,-1.0,70.0,-1.0,1
0.0,17.0,28,7,1,-1.0,57,1,0.0,-1.0,30,549,121,104,2,1,-1.0,162,16.0,-1.0,6,4,0.0,0,-1.0,-1.0,-1.0,7,-1.0,141,82,72,147,44,0.0,-1.0,0,16.0,-1.0,-1.0,1,-1.0,1.0,16.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,178,7,0,-1.0,1,71,-1.0,-1.0,-1.0,1
1.0,3.0,27,7,1,-1.0,0,1,0.0,-1.0,244,538,119,104,2,1,-1.0,0,12.0,-1.0,5,4,-1.0,0,1.0,6.0,-1.0,5,-1.0,244,65,19,0,44,-1.0,-1.0,3,11.0,-1.0,-1.0,0,1.0,1.0,-1.0,1.0,0.0,-1.0,9.0,4.0,-1.0,1.0,-1.0,-1.0,3221226092.0,1.0,104,17,5,-1.0,1,71,-1.0,70.0,-1.0,1
0.0,17.0,28,7,1,-1.0,57,1,0.0,-1.0,200,549,121,104,2,1,-1.0,162,16.0,-1.0,6,4,0.0,0,-1.0,-1.0,-1.0,7,-1.0,217,82,72,223,44,0.0,-1.0,0,16.0,-1.0,-1.0,1,-1.0,1.0,16.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,352,7,0,-1.0,1,71,-1.0,-1.0,-1.0,1
0.0,17.0,28,7,1,-1.0,57,1,0.0,-1.0,27,549,121,104,2,1,-1.0,162,16.0,-1.0,6,4,0.0,0,-1.0,-1.0,-1.0,7,-1.0,104,82,72,110,44,0.0,-1.0,0,16.0,-1.0,-1.0,1,-1.0,1.0,16.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,175,7,0,-1.0,1,71,-1.0,-1.0,-1.0,0
-1.0,-1.0,28,7,1,-1.0,57,1,-1.0,8.0,244,549,121,104,2,1,-1.0,162,9.0,-1.0,6,4,-1.0,0,-1.0,-1.0,-1.0,3,-1.0,244,83,72,253,44,-1.0,-1.0,1,8.0,-1.0,-1.0,1,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,39,7,7,-1.0,1,27,-1.0,-1.0,-1.0,0
0.0,3.0,0,7,1,-1.0,57,1,0.0,-1.0,244,261,29,104,2,1,-1.0,161,1.0,-1.0,4,0,0.0,0,2.0,1.0,1.0,1,-1.0,244,93,72,0,27,0.0,-1.0,9,2.0,-1.0,-1.0,0,10.0,1.0,-1.0,-1.0,0.0,-1.0,0.0,4.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,4,37,6,-1.0,1,71,-1.0,70.0,-1.0,0
-1.0,7.0,16,7,1,-1.0,30,1,-1.0,-1.0,244,487,78,104,2,1,-1.0,29,1.0,-1.0,1,1,0.0,0,1.0,31.0,1.0,2,-1.0,244,66,33,4,44,1.0,-1.0,6,6.0,-1.0,-1.0,0,13.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,4.0,-1.0,4.0,-1.0,-1.0,3221226553.0,-1.0,219,27,4,-1.0,0,71,-1.0,-1.0,-1.0,0
-1.0,2.0,17,7,1,-1.0,57,1,-1.0,-1.0,244,430,0,40,2,1,-1.0,117,17.0,-1.0,0,4,-1.0,0,-1.0,8.0,-1.0,6,-1.0,244,97,72,250,44,-1.0,-1.0,10,15.0,-1.0,-1.0,1,3.0,1.0,-1.0,1.0,-1.0,-1.0,2.0,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,208,27,3,1.0,1,71,-1.0,-1.0,-1.0,0
1.0,7.0,17,7,1,-1.0,57,1,0.0,-1.0,244,69,121,104,2,1,-1.0,162,12.0,-1.0,6,4,-1.0,0,-1.0,-1.0,-1.0,5,-1.0,244,72,33,1,44,-1.0,-1.0,4,11.0,-1.0,-1.0,1,-1.0,1.0,-1.0,-1.0,0.0,1.0,2.0,4.0,-1.0,-1.0,-1.0,-1.0,3221226553.0,-1.0,118,17,2,-1.0,1,71,-1.0,-1.0,-1.0,1
1.0,3.0,19,7,1,-1.0,0,1,0.0,-1.0,244,223,119,104,2,1,-1.0,0,12.0,-1.0,5,4,-1.0,0,1.0,6.0,-1.0,5,-1.0,244,65,33,0,44,-1.0,-1.0,3,11.0,-1.0,-1.0,0,1.0,1.0,-1.0,1.0,0.0,-1.0,3.0,4.0,-1.0,1.0,-1.0,-1.0,3221226553.0,1.0,118,17,5,-1.0,1,71,-1.0,70.0,-1.0,1
0.0,17.0,28,7,1,-1.0,57,1,0.0,-1.0,133,549,121,104,2,1,-1.0,162,16.0,-1.0,6,4,0.0,0,-1.0,-1.0,-1.0,7,-1.0,61,82,72,67,44,0.0,-1.0,0,16.0,-1.0,-1.0,1,-1.0,1.0,16.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,285,7,0,-1.0,1,71,-1.0,-1.0,-1.0,1
1.0,3.0,23,7,1,-1.0,0,1,0.0,-1.0,244,462,119,104,2,1,-1.0,0,12.0,-1.0,5,4,-1.0,0,1.0,6.0,-1.0,5,-1.0,244,65,33,0,44,-1.0,-1.0,3,11.0,-1.0,-1.0,0,1.0,1.0,-1.0,1.0,0.0,-1.0,5.0,4.0,-1.0,1.0,-1.0,-1.0,3221226553.0,1.0,118,17,5,-1.0,1,71,-1.0,70.0,-1.0,1
0.0,17.0,28,7,1,-1.0,57,1,0.0,-1.0,112,549,121,104,2,1,-1.0,162,16.0,-1.0,6,4,0.0,0,-1.0,-1.0,-1.0,7,-1.0,205,82,72,211,44,0.0,-1.0,0,16.0,-1.0,-1.0,1,-1.0,1.0,16.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,264,7,0,-1.0,1,71,-1.0,-1.0,-1.0,1
1.0,3.0,25,7,1,-1.0,0,1,0.0,-1.0,244,427,119,104,2,1,-1.0,0,12.0,-1.0,5,4,-1.0,0,1.0,6.0,-1.0,5,-1.0,244,65,33,0,44,-1.0,-1.0,3,11.0,-1.0,-1.0,0,1.0,1.0,-1.0,1.0,0.0,-1.0,7.0,4.0,-1.0,1.0,-1.0,-1.0,3221226553.0,1.0,118,17,5,-1.0,1,71,-1.0,70.0,-1.0,1
0.0,17.0,28,7,1,-1.0,57,1,0.0,-1.0,228,549,121,104,2,1,-1.0,162,16.0,-1.0,6,4,0.0,0,-1.0,-1.0,-1.0,7,-1.0,9,82,72,15,44,0.0,-1.0,0,16.0,-1.0,-1.0,1,-1.0,1.0,16.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,380,7,0,-1.0,1,71,-1.0,-1.0,-1.0,1
1.0,3.0,27,7,1,-1.0,0,1,0.0,-1.0,244,179,119,104,2,1,-1.0,0,12.0,-1.0,5,4,-1.0,0,1.0,6.0,-1.0,5,-1.0,244,65,33,0,44,-1.0,-1.0,3,11.0,-1.0,-1.0,0,1.0,1.0,-1.0,1.0,0.0,-1.0,9.0,4.0,-1.0,1.0,-1.0,-1.0,3221226553.0,1.0,118,17,5,-1.0,1,71,-1.0,70.0,-1.0,1
0.0,17.0,28,7,1,-1.0,57,1,0.0,-1.0,233,549,121,104,2,1,-1.0,162,16.0,-1.0,6,4,0.0,0,-1.0,-1.0,-1.0,7,-1.0,240,82,72,246,44,0.0,-1.0,0,16.0,-1.0,-1.0,1,-1.0,1.0,16.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,385,7,0,-1.0,1,71,-1.0,-1.0,-1.0,1
0.0,17.0,28,7,1,-1.0,57,1,0.0,-1.0,47,549,121,104,2,1,-1.0,162,16.0,-1.0,6,4,0.0,0,-1.0,-1.0,-1.0,7,-1.0,191,82,72,197,44,0.0,-1.0,0,16.0,-1.0,-1.0,1,-1.0,1.0,16.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,195,7,0,-1.0,1,71,-1.0,-1.0,-1.0,0
-1.0,-1.0,28,7,1,-1.0,57,1,-1.0,8.0,244,549,121,104,2,1,-1.0,162,9.0,-1.0,6,4,-1.0,0,-1.0,-1.0,-1.0,3,-1.0,244,83,72,253,44,-1.0,-1.0,1,8.0,-1.0,-1.0,1,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,24,7,7,-1.0,1,13,-1.0,-1.0,-1.0,0
0.0,3.0,0,7,1,-1.0,57,1,0.0,-1.0,244,481,29,104,2,1,-1.0,161,1.0,-1.0,4,0,0.0,0,2.0,1.0,1.0,1,-1.0,244,93,72,0,27,0.0,-1.0,9,2.0,-1.0,-1.0,0,10.0,1.0,-1.0,-1.0,0.0,-1.0,0.0,4.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,4,37,6,-1.0,1,71,-1.0,70.0,-1.0,0
-1.0,7.0,16,7,1,-1.0,31,1,-1.0,-1.0,244,309,70,104,2,1,-1.0,30,1.0,-1.0,1,1,0.0,0,1.0,31.0,1.0,2,-1.0,244,66,25,4,44,1.0,-1.0,6,6.0,-1.0,-1.0,0,13.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,4.0,-1.0,4.0,-1.0,-1.0,3221226295.0,-1.0,219,27,4,-1.0,0,71,-1.0,-1.0,-1.0,0
-1.0,2.0,17,7,1,-1.0,57,1,-1.0,-1.0,244,167,0,41,2,1,-1.0,119,17.0,-1.0,0,4,-1.0,0,-1.0,8.0,-1.0,6,-1.0,244,97,72,250,44,-1.0,-1.0,10,15.0,-1.0,-1.0,1,3.0,1.0,-1.0,1.0,-1.0,-1.0,2.0,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,208,27,3,1.0,1,71,-1.0,-1.0,-1.0,0
1.0,7.0,17,7,1,-1.0,57,1,0.0,-1.0,244,528,121,104,2,1,-1.0,162,12.0,-1.0,6,4,-1.0,0,-1.0,-1.0,-1.0,5,-1.0,244,72,25,1,44,-1.0,-1.0,4,11.0,-1.0,-1.0,1,-1.0,1.0,-1.0,-1.0,0.0,1.0,2.0,4.0,-1.0,-1.0,-1.0,-1.0,3221226295.0,-1.0,110,17,2,-1.0,1,71,-1.0,-1.0,-1.0,0
1.0,3.0,19,7,1,-1.0,0,1,0.0,-1.0,244,77,119,104,2,1,-1.0,0,12.0,-1.0,5,4,-1.0,0,1.0,6.0,-1.0,5,-1.0,244,65,25,0,44,-1.0,-1.0,3,11.0,-1.0,-1.0,0,1.0,1.0,-1.0,1.0,0.0,-1.0,3.0,4.0,-1.0,1.0,-1.0,-1.0,3221226295.0,1.0,110,17,5,-1.0,1,71,-1.0,70.0,-1.0,0
0.0,17.0,28,7,1,-1.0,57,1,0.0,-1.0,77,549,121,104,2,1,-1.0,162,16.0,-1.0,6,4,0.0,0,-1.0,-1.0,-1.0,7,-1.0,84,82,72,90,44,0.0,-1.0,0,16.0,-1.0,-1.0,1,-1.0,1.0,16.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,227,7,0,-1.0,1,71,-1.0,-1.0,-1.0,0
-1.0,-1.0,28,7,1,-1.0,57,1,-1.0,8.0,244,549,121,104,2,1,-1.0,162,9.0,-1.0,6,4,-1.0,0,-1.0,-1.0,-1.0,3,-1.0,244,83,72,253,44,-1.0,-1.0,1,8.0,-1.0,-1.0,1,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,73,7,7,-1.0,1,61,-1.0,-1.0,-1.0,0
