nas_eps_emm_nas_key_set_id_value,nested_field2_size,nas_eps_seq_no_value,gsm_a_L3_protocol_discriminator_value,nas_eps_nas_msg_emm_type_size,nas_eps_emm_cause_size,nas_eps_emm_esm_msg_cont_value,gsm_a_L3_protocol_discriminator_size,nas_eps_emm_nas_key_set_id_show,nas_eps_emm_res_size,gsm_a_dtap_rand_value,nas_eps_msg_auth_code_show,nested_field4_value,gsm_a_dtap_time_zone_time_show,nas_eps_common_elem_id_show,nas_eps_security_header_type_size,e212_assoc_imsi_size,nested_field3_value,nested_field1_size,nas_eps_emm_detach_type_ul_size,nested_field4_show,nas_eps_emm_elem_id_show,nas_eps_emm_spare_half_octet_show,gsm_a_L3_protocol_discriminator_show,nas_eps_spare_bits_value,nested_field3_size,nas_eps_emm_elem_id_size,gsm_a_len_value,nested_field6_value,gsm_a_dtap_autn_show,nas_eps_nas_msg_emm_type_show,3gpp_tmsi_value,nested_field2_value,nas_eps_emm_hash_mme_value,nas_eps_emm_spare_half_octet_value,gsm_a_id_dig_1_size,nested_field1_show,gsm_a_len_show,nas_eps_emm_id_type2_size,nas_eps_emm_cause_show,nas_eps_spare_bits_show,nested_field4_size,gsm_a_len_size,gsm_a_dtap_rand_size,gsm_a_spare_bits_size,nas_eps_emm_tsc_show,nas_eps_emm_update_type_value_show,nas_eps_seq_no_show,nas_eps_msg_auth_code_size,gsm_a_oddevenind_show,nested_field5_size,gsm_a_gm_elem_id_size,nas_eps_emm_imeisv_req_value,nas_eps_emm_m_tmsi_show,nas_eps_emm_eps_att_type_show,nested_field1_value,nas_eps_security_header_type_unmaskedvalue,nested_field2_show,gsm_a_dtap_dst_adjustment_size,e212_tai_mnc_value,nas_eps_emm_res_show,gsm_a_filler_size,nas_eps_emm_128eia1_unmaskedvalue,nas_eps_emm_ebi14_size,label
-1.0,2.0,17,7,1,-1.0,57,1,-1.0,-1.0,244,371,0,11,2,1,-1.0,69,17.0,-1.0,0,4,-1.0,0,-1.0,8.0,-1.0,6,-1.0,244,97,72,250,44,-1.0,-1.0,10,15.0,-1.0,-1.0,1,3.0,1.0,-1.0,1.0,-1.0,-1.0,2.0,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,208,27,3,1.0,1,71,-1.0,-1.0,-1.0,0
9.0,-1.0,17,7,1,-1.0,57,1,0.0,-1.0,244,0,121,104,2,1,-1.0,162,12.0,1.0,6,4,-1.0,0,-1.0,-1.0,-1.0,5,-1.0,244,69,60,253,44,-1.0,-1.0,3,11.0,-1.0,-1.0,1,-1.0,1.0,-1.0,-1.0,0.0,-1.0,2.0,4.0,-1.0,-1.0,-1.0,-1.0,3221227322.0,-1.0,144,17,7,-1.0,1,71,-1.0,-1.0,-1.0,0
1.0,3.0,19,7,1,-1.0,0,1,0.0,-1.0,244,213,119,104,2,1,-1.0,0,12.0,-1.0,5,4,-1.0,0,1.0,6.0,-1.0,5,-1.0,244,65,60,0,44,-1.0,-1.0,3,11.0,-1.0,-1.0,0,1.0,1.0,-1.0,1.0,0.0,-1.0,3.0,4.0,-1.0,1.0,-1.0,-1.0,3221227322.0,1.0,144,17,5,-1.0,1,71,-1.0,70.0,-1.0,0
-1.0,7.0,19,7,1,-1.0,13,1,-1.0,-1.0,244,543,117,104,2,1,-1.0,12,1.0,-1.0,2,3,0.0,0,1.0,31.0,1.0,2,-1.0,244,66,72,4,44,1.0,-1.0,6,6.0,-1.0,-1.0,0,4.0,1.0,-1.0,-1.0,-1.0,-1.0,3.0,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,219,27,4,-1.0,0,71,-1.0,-1.0,-1.0,0
-1.0,2.0,21,7,1,-1.0,57,1,-1.0,-1.0,244,203,0,12,2,1,-1.0,70,17.0,-1.0,0,4,-1.0,0,-1.0,8.0,-1.0,6,-1.0,244,97,72,250,44,-1.0,-1.0,10,15.0,-1.0,-1.0,1,3.0,1.0,-1.0,1.0,-1.0,-1.0,4.0,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,208,27,3,1.0,1,71,-1.0,-1.0,-1.0,0
1.0,7.0,23,7,1,-1.0,57,1,0.0,-1.0,244,441,121,104,2,1,-1.0,162,12.0,-1.0,6,4,-1.0,0,-1.0,-1.0,-1.0,5,-1.0,244,72,60,1,44,-1.0,-1.0,4,11.0,-1.0,-1.0,1,-1.0,1.0,-1.0,-1.0,0.0,1.0,5.0,4.0,-1.0,-1.0,-1.0,-1.0,3221227322.0,-1.0,144,17,2,-1.0,1,71,-1.0,-1.0,-1.0,0
1.0,3.0,24,7,1,-1.0,0,1,0.0,-1.0,244,541,119,104,2,1,-1.0,0,12.0,-1.0,5,4,-1.0,0,1.0,6.0,-1.0,5,-1.0,244,65,60,0,44,-1.0,-1.0,3,11.0,-1.0,-1.0,0,1.0,1.0,-1.0,1.0,0.0,-1.0,6.0,4.0,-1.0,1.0,-1.0,-1.0,3221227322.0,1.0,144,17,5,-1.0,1,71,-1.0,70.0,-1.0,0
-1.0,7.0,24,7,1,-1.0,13,1,-1.0,-1.0,244,211,117,104,2,1,-1.0,12,1.0,-1.0,2,3,0.0,0,1.0,31.0,1.0,2,-1.0,244,66,72,4,44,1.0,-1.0,6,6.0,-1.0,-1.0,0,4.0,1.0,-1.0,-1.0,-1.0,-1.0,6.0,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,219,27,4,-1.0,0,71,-1.0,-1.0,-1.0,0
-1.0,2.0,25,7,1,-1.0,57,1,-1.0,-1.0,244,502,0,13,2,1,-1.0,74,17.0,-1.0,0,4,-1.0,0,-1.0,8.0,-1.0,6,-1.0,244,97,72,250,44,-1.0,-1.0,10,15.0,-1.0,-1.0,1,3.0,1.0,-1.0,1.0,-1.0,-1.0,7.0,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,208,27,3,1.0,1,71,-1.0,-1.0,-1.0,0
1.0,7.0,26,7,1,-1.0,57,1,0.0,-1.0,244,156,121,104,2,1,-1.0,162,12.0,-1.0,6,4,-1.0,0,-1.0,-1.0,-1.0,5,-1.0,244,72,60,1,44,-1.0,-1.0,4,11.0,-1.0,-1.0,1,-1.0,1.0,-1.0,-1.0,0.0,1.0,8.0,4.0,-1.0,-1.0,-1.0,-1.0,3221227322.0,-1.0,144,17,2,-1.0,1,71,-1.0,-1.0,-1.0,0
1.0,3.0,27,7,1,-1.0,0,1,0.0,-1.0,244,9,119,104,2,1,-1.0,0,12.0,-1.0,5,4,-1.0,0,1.0,6.0,-1.0,5,-1.0,244,65,60,0,44,-1.0,-1.0,3,11.0,-1.0,-1.0,0,1.0,1.0,-1.0,1.0,0.0,-1.0,9.0,4.0,-1.0,1.0,-1.0,-1.0,3221227322.0,1.0,144,17,5,-1.0,1,71,-1.0,70.0,-1.0,0
0.0,17.0,28,7,1,-1.0,57,1,0.0,-1.0,4,549,121,104,2,1,-1.0,162,16.0,-1.0,6,4,0.0,0,-1.0,-1.0,-1.0,7,-1.0,93,82,72,99,44,0.0,-1.0,0,16.0,-1.0,-1.0,1,-1.0,1.0,16.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6,7,0,-1.0,1,71,-1.0,-1.0,-1.0,0
-1.0,-1.0,28,7,1,-1.0,57,1,-1.0,8.0,244,549,121,104,2,1,-1.0,162,9.0,-1.0,6,4,-1.0,0,-1.0,-1.0,-1.0,3,-1.0,244,83,72,253,44,-1.0,-1.0,1,8.0,-1.0,-1.0,1,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,41,7,7,-1.0,1,29,-1.0,-1.0,-1.0,0
0.0,3.0,0,7,1,-1.0,57,1,0.0,-1.0,244,42,4,104,2,1,-1.0,161,1.0,-1.0,4,0,0.0,0,2.0,1.0,1.0,1,-1.0,244,93,72,0,2,0.0,-1.0,9,2.0,-1.0,-1.0,0,10.0,1.0,-1.0,-1.0,0.0,-1.0,0.0,4.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,4,37,6,-1.0,1,71,-1.0,70.0,-1.0,0
-1.0,7.0,16,7,1,-1.0,10,1,-1.0,-1.0,244,65,101,104,2,1,-1.0,9,1.0,-1.0,1,1,0.0,0,1.0,31.0,1.0,2,-1.0,244,66,56,5,44,1.0,-1.0,6,6.0,-1.0,-1.0,0,13.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,4.0,-1.0,4.0,-1.0,-1.0,3221227220.0,-1.0,219,27,4,-1.0,0,71,-1.0,-1.0,-1.0,0
-1.0,2.0,17,7,1,-1.0,57,1,-1.0,-1.0,244,290,0,14,2,1,-1.0,71,17.0,-1.0,0,4,-1.0,0,-1.0,8.0,-1.0,6,-1.0,244,97,72,250,44,-1.0,-1.0,10,15.0,-1.0,-1.0,1,3.0,1.0,-1.0,1.0,-1.0,-1.0,2.0,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,208,27,3,1.0,1,71,-1.0,-1.0,-1.0,0
1.0,7.0,17,7,1,-1.0,57,1,0.0,-1.0,244,293,121,104,2,1,-1.0,162,12.0,-1.0,6,4,-1.0,0,-1.0,-1.0,-1.0,5,-1.0,244,72,56,1,44,-1.0,-1.0,4,11.0,-1.0,-1.0,1,-1.0,1.0,-1.0,-1.0,0.0,1.0,2.0,4.0,-1.0,-1.0,-1.0,-1.0,3221227220.0,-1.0,141,17,2,-1.0,1,71,-1.0,-1.0,-1.0,0
1.0,3.0,19,7,1,-1.0,0,1,0.0,-1.0,244,494,119,104,2,1,-1.0,0,12.0,-1.0,5,4,-1.0,0,1.0,6.0,-1.0,5,-1.0,244,65,56,0,44,-1.0,-1.0,3,11.0,-1.0,-1.0,0,1.0,1.0,-1.0,1.0,0.0,-1.0,3.0,4.0,-1.0,1.0,-1.0,-1.0,3221227220.0,1.0,141,17,5,-1.0,1,71,-1.0,70.0,-1.0,0
0.0,17.0,28,7,1,-1.0,57,1,0.0,-1.0,141,549,121,104,2,1,-1.0,162,16.0,-1.0,6,4,0.0,0,-1.0,-1.0,-1.0,7,-1.0,166,82,72,172,44,0.0,-1.0,0,16.0,-1.0,-1.0,1,-1.0,1.0,16.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,293,7,0,-1.0,1,71,-1.0,-1.0,-1.0,0
-1.0,-1.0,28,7,1,-1.0,57,1,-1.0,8.0,244,549,121,104,2,1,-1.0,162,9.0,-1.0,6,4,-1.0,0,-1.0,-1.0,-1.0,3,-1.0,244,83,72,253,44,-1.0,-1.0,1,8.0,-1.0,-1.0,1,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20,7,7,-1.0,1,9,-1.0,-1.0,-1.0,0
0.0,3.0,0,7,1,-1.0,57,1,0.0,-1.0,244,486,27,104,2,1,-1.0,161,1.0,-1.0,4,0,0.0,0,2.0,1.0,1.0,1,-1.0,244,93,72,0,25,0.0,-1.0,9,2.0,-1.0,-1.0,0,10.0,1.0,-1.0,-1.0,0.0,-1.0,0.0,4.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,4,37,6,-1.0,1,71,-1.0,70.0,-1.0,0
-1.0,7.0,16,7,1,-1.0,14,1,-1.0,-1.0,244,219,81,104,2,1,-1.0,13,1.0,-1.0,1,1,0.0,0,1.0,31.0,1.0,2,-1.0,244,66,36,4,44,1.0,-1.0,6,6.0,-1.0,-1.0,0,13.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,4.0,-1.0,4.0,-1.0,-1.0,3221226619.0,-1.0,219,27,4,-1.0,0,71,-1.0,-1.0,-1.0,0
-1.0,2.0,17,7,1,-1.0,57,1,-1.0,-1.0,244,158,0,15,2,1,-1.0,78,17.0,-1.0,0,4,-1.0,0,-1.0,8.0,-1.0,6,-1.0,244,97,72,250,44,-1.0,-1.0,10,15.0,-1.0,-1.0,1,3.0,1.0,-1.0,1.0,-1.0,-1.0,2.0,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,208,27,3,1.0,1,71,-1.0,-1.0,-1.0,0
1.0,7.0,17,7,1,-1.0,57,1,0.0,-1.0,244,216,121,104,2,1,-1.0,162,12.0,-1.0,6,4,-1.0,0,-1.0,-1.0,-1.0,5,-1.0,244,72,36,1,44,-1.0,-1.0,4,11.0,-1.0,-1.0,1,-1.0,1.0,-1.0,-1.0,0.0,1.0,2.0,4.0,-1.0,-1.0,-1.0,-1.0,3221226619.0,-1.0,121,17,2,-1.0,1,71,-1.0,-1.0,-1.0,0
-1.0,4.0,19,7,1,-1.0,57,1,-1.0,-1.0,244,298,121,104,1,1,-1.0,160,8.0,-1.0,6,2,0.0,0,1.0,4.0,1.0,2,-1.0,244,73,72,252,44,1.0,-1.0,11,6.0,-1.0,-1.0,0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,3.0,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,233,27,1,-1.0,0,71,-1.0,-1.0,1.0,0
1.0,3.0,19,7,1,-1.0,0,1,0.0,-1.0,244,398,119,104,2,1,-1.0,0,12.0,-1.0,5,4,-1.0,0,1.0,6.0,-1.0,5,-1.0,244,65,36,0,44,-1.0,-1.0,3,11.0,-1.0,-1.0,0,1.0,1.0,-1.0,1.0,0.0,-1.0,3.0,4.0,-1.0,1.0,-1.0,-1.0,3221226619.0,1.0,121,17,5,-1.0,1,71,-1.0,70.0,-1.0,0
-1.0,7.0,21,7,1,-1.0,14,1,-1.0,-1.0,244,84,117,104,2,1,-1.0,13,1.0,-1.0,2,3,0.0,0,1.0,31.0,1.0,2,-1.0,244,66,72,4,44,1.0,-1.0,6,6.0,-1.0,-1.0,0,4.0,1.0,-1.0,-1.0,-1.0,-1.0,4.0,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,219,27,4,-1.0,0,71,-1.0,-1.0,-1.0,0
-1.0,2.0,23,7,1,-1.0,57,1,-1.0,-1.0,244,372,0,16,2,1,-1.0,79,17.0,-1.0,0,4,-1.0,0,-1.0,8.0,-1.0,6,-1.0,244,97,72,250,44,-1.0,-1.0,10,15.0,-1.0,-1.0,1,3.0,1.0,-1.0,1.0,-1.0,-1.0,5.0,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,208,27,3,1.0,1,71,-1.0,-1.0,-1.0,0
1.0,7.0,23,7,1,-1.0,57,1,0.0,-1.0,244,411,121,104,2,1,-1.0,162,12.0,-1.0,6,4,-1.0,0,-1.0,-1.0,-1.0,5,-1.0,244,72,36,1,44,-1.0,-1.0,4,11.0,-1.0,-1.0,1,-1.0,1.0,-1.0,-1.0,0.0,1.0,5.0,4.0,-1.0,-1.0,-1.0,-1.0,3221226619.0,-1.0,121,17,2,-1.0,1,71,-1.0,-1.0,-1.0,0
1.0,3.0,24,7,1,-1.0,0,1,0.0,-1.0,244,415,119,104,2,1,-1.0,0,12.0,-1.0,5,4,-1.0,0,1.0,6.0,-1.0,5,-1.0,244,65,36,0,44,-1.0,-1.0,3,11.0,-1.0,-1.0,0,1.0,1.0,-1.0,1.0,0.0,-1.0,6.0,4.0,-1.0,1.0,-1.0,-1.0,3221226619.0,1.0,121,17,5,-1.0,1,71,-1.0,70.0,-1.0,0
0.0,17.0,28,7,1,-1.0,57,1,0.0,-1.0,35,549,121,104,2,1,-1.0,162,16.0,-1.0,6,4,0.0,0,-1.0,-1.0,-1.0,7,-1.0,197,82,72,203,44,0.0,-1.0,0,16.0,-1.0,-1.0,1,-1.0,1.0,16.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,183,7,0,-1.0,1,71,-1.0,-1.0,-1.0,0
-1.0,-1.0,28,7,1,-1.0,57,1,-1.0,8.0,244,549,121,104,2,1,-1.0,162,9.0,-1.0,6,4,-1.0,0,-1.0,-1.0,-1.0,3,-1.0,244,83,72,253,44,-1.0,-1.0,1,8.0,-1.0,-1.0,1,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,53,7,7,-1.0,1,41,-1.0,-1.0,-1.0,0
0.0,3.0,0,7,1,-1.0,57,1,0.0,-1.0,244,397,32,104,2,1,-1.0,161,1.0,-1.0,4,0,0.0,0,2.0,1.0,1.0,1,-1.0,244,93,72,0,30,0.0,-1.0,9,2.0,-1.0,-1.0,0,10.0,1.0,-1.0,-1.0,0.0,-1.0,0.0,4.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,4,37,6,-1.0,1,71,-1.0,70.0,-1.0,0
-1.0,7.0,16,7,1,-1.0,11,1,-1.0,-1.0,244,157,62,104,2,1,-1.0,10,1.0,-1.0,1,1,0.0,0,1.0,31.0,1.0,2,-1.0,244,66,16,5,44,1.0,-1.0,6,6.0,-1.0,-1.0,0,13.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,4.0,-1.0,4.0,-1.0,-1.0,3221226067.0,-1.0,219,27,4,-1.0,0,71,-1.0,-1.0,-1.0,0
-1.0,2.0,17,7,1,-1.0,57,1,-1.0,-1.0,244,265,0,17,2,1,-1.0,81,17.0,-1.0,0,4,-1.0,0,-1.0,8.0,-1.0,6,-1.0,244,97,72,250,44,-1.0,-1.0,10,15.0,-1.0,-1.0,1,3.0,1.0,-1.0,1.0,-1.0,-1.0,2.0,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,208,27,3,1.0,1,71,-1.0,-1.0,-1.0,0
1.0,7.0,17,7,1,-1.0,57,1,0.0,-1.0,244,465,121,104,2,1,-1.0,162,12.0,-1.0,6,4,-1.0,0,-1.0,-1.0,-1.0,5,-1.0,244,72,16,1,44,-1.0,-1.0,4,11.0,-1.0,-1.0,1,-1.0,1.0,-1.0,-1.0,0.0,1.0,2.0,4.0,-1.0,-1.0,-1.0,-1.0,3221226067.0,-1.0,101,17,2,-1.0,1,71,-1.0,-1.0,-1.0,0
-1.0,4.0,19,7,1,-1.0,57,1,-1.0,-1.0,244,342,121,104,1,1,-1.0,160,8.0,-1.0,6,2,0.0,0,1.0,4.0,1.0,2,-1.0,244,73,72,252,44,1.0,-1.0,11,6.0,-1.0,-1.0,0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,3.0,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,234,27,1,-1.0,0,71,-1.0,-1.0,1.0,0
1.0,3.0,19,7,1,-1.0,0,1,0.0,-1.0,244,370,119,104,2,1,-1.0,0,12.0,-1.0,5,4,-1.0,0,1.0,6.0,-1.0,5,-1.0,244,65,16,0,44,-1.0,-1.0,3,11.0,-1.0,-1.0,0,1.0,1.0,-1.0,1.0,0.0,-1.0,3.0,4.0,-1.0,1.0,-1.0,-1.0,3221226067.0,1.0,101,17,5,-1.0,1,71,-1.0,70.0,-1.0,0
-1.0,7.0,21,7,1,-1.0,12,1,-1.0,-1.0,244,142,117,104,2,1,-1.0,11,1.0,-1.0,2,3,0.0,0,1.0,31.0,1.0,2,-1.0,244,66,72,5,44,1.0,-1.0,6,6.0,-1.0,-1.0,0,4.0,1.0,-1.0,-1.0,-1.0,-1.0,4.0,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,219,27,4,-1.0,0,71,-1.0,-1.0,-1.0,0
-1.0,2.0,23,7,1,-1.0,57,1,-1.0,-1.0,244,498,0,18,2,1,-1.0,76,17.0,-1.0,0,4,-1.0,0,-1.0,8.0,-1.0,6,-1.0,244,97,72,250,44,-1.0,-1.0,10,15.0,-1.0,-1.0,1,3.0,1.0,-1.0,1.0,-1.0,-1.0,5.0,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,208,27,3,1.0,1,71,-1.0,-1.0,-1.0,0
1.0,7.0,23,7,1,-1.0,57,1,0.0,-1.0,244,250,121,104,2,1,-1.0,162,12.0,-1.0,6,4,-1.0,0,-1.0,-1.0,-1.0,5,-1.0,244,72,16,1,44,-1.0,-1.0,4,11.0,-1.0,-1.0,1,-1.0,1.0,-1.0,-1.0,0.0,1.0,5.0,4.0,-1.0,-1.0,-1.0,-1.0,3221226067.0,-1.0,101,17,2,-1.0,1,71,-1.0,-1.0,-1.0,0
1.0,3.0,24,7,1,-1.0,0,1,0.0,-1.0,244,473,119,104,2,1,-1.0,0,12.0,-1.0,5,4,-1.0,0,1.0,6.0,-1.0,5,-1.0,244,65,16,0,44,-1.0,-1.0,3,11.0,-1.0,-1.0,0,1.0,1.0,-1.0,1.0,0.0,-1.0,6.0,4.0,-1.0,1.0,-1.0,-1.0,3221226067.0,1.0,101,17,5,-1.0,1,71,-1.0,70.0,-1.0,0
-1.0,7.0,25,7,1,-1.0,13,1,-1.0,-1.0,244,378,117,104,2,1,-1.0,12,1.0,-1.0,2,3,0.0,0,1.0,31.0,1.0,2,-1.0,244,66,72,5,44,1.0,-1.0,6,6.0,-1.0,-1.0,0,4.0,1.0,-1.0,-1.0,-1.0,-1.0,7.0,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,219,27,4,-1.0,0,71,-1.0,-1.0,-1.0,0
-1.0,2.0,26,7,1,-1.0,57,1,-1.0,-1.0,244,353,0,19,2,1,-1.0,77,17.0,-1.0,0,4,-1.0,0,-1.0,8.0,-1.0,6,-1.0,244,97,72,250,44,-1.0,-1.0,10,15.0,-1.0,-1.0,1,3.0,1.0,-1.0,1.0,-1.0,-1.0,8.0,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,208,27,3,1.0,1,71,-1.0,-1.0,-1.0,0
1.0,7.0,26,7,1,-1.0,57,1,0.0,-1.0,244,286,121,104,2,1,-1.0,162,12.0,-1.0,6,4,-1.0,0,-1.0,-1.0,-1.0,5,-1.0,244,72,16,1,44,-1.0,-1.0,4,11.0,-1.0,-1.0,1,-1.0,1.0,-1.0,-1.0,0.0,1.0,8.0,4.0,-1.0,-1.0,-1.0,-1.0,3221226067.0,-1.0,101,17,2,-1.0,1,71,-1.0,-1.0,-1.0,0
1.0,3.0,27,7,1,-1.0,0,1,0.0,-1.0,244,539,119,104,2,1,-1.0,0,12.0,-1.0,5,4,-1.0,0,1.0,6.0,-1.0,5,-1.0,244,65,16,0,44,-1.0,-1.0,3,11.0,-1.0,-1.0,0,1.0,1.0,-1.0,1.0,0.0,-1.0,9.0,4.0,-1.0,1.0,-1.0,-1.0,3221226067.0,1.0,101,17,5,-1.0,1,71,-1.0,70.0,-1.0,0
0.0,17.0,28,7,1,-1.0,57,1,0.0,-1.0,147,549,121,104,2,1,-1.0,162,16.0,-1.0,6,4,0.0,0,-1.0,-1.0,-1.0,7,-1.0,179,82,72,185,44,0.0,-1.0,0,16.0,-1.0,-1.0,1,-1.0,1.0,16.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,299,7,0,-1.0,1,71,-1.0,-1.0,-1.0,0
-1.0,-1.0,28,7,1,-1.0,57,1,-1.0,8.0,244,549,121,104,2,1,-1.0,162,9.0,-1.0,6,4,-1.0,0,-1.0,-1.0,-1.0,3,-1.0,244,83,72,253,44,-1.0,-1.0,1,8.0,-1.0,-1.0,1,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,13,7,7,-1.0,1,3,-1.0,-1.0,-1.0,0
0.0,3.0,0,7,1,-1.0,57,1,0.0,-1.0,244,355,26,104,2,1,-1.0,161,1.0,-1.0,4,0,0.0,0,2.0,1.0,1.0,1,-1.0,244,93,72,0,24,0.0,-1.0,9,2.0,-1.0,-1.0,0,10.0,1.0,-1.0,-1.0,0.0,-1.0,0.0,4.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,4,37,6,-1.0,1,71,-1.0,70.0,-1.0,0
-1.0,7.0,16,7,1,-1.0,15,1,-1.0,-1.0,244,112,69,104,2,1,-1.0,14,1.0,-1.0,1,1,0.0,0,1.0,31.0,1.0,2,-1.0,244,66,24,4,44,1.0,-1.0,6,6.0,-1.0,-1.0,0,13.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,4.0,-1.0,4.0,-1.0,-1.0,3221226246.0,-1.0,219,27,4,-1.0,0,71,-1.0,-1.0,-1.0,0
-1.0,2.0,17,7,1,-1.0,57,1,-1.0,-1.0,244,199,0,20,2,1,-1.0,80,17.0,-1.0,0,4,-1.0,0,-1.0,8.0,-1.0,6,-1.0,244,97,72,250,44,-1.0,-1.0,10,15.0,-1.0,-1.0,1,3.0,1.0,-1.0,1.0,-1.0,-1.0,2.0,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,208,27,3,1.0,1,71,-1.0,-1.0,-1.0,0
9.0,-1.0,17,7,1,-1.0,57,1,0.0,-1.0,244,0,121,104,2,1,-1.0,162,12.0,1.0,6,4,-1.0,0,-1.0,-1.0,-1.0,5,-1.0,244,69,24,253,44,-1.0,-1.0,3,11.0,-1.0,-1.0,1,-1.0,1.0,-1.0,-1.0,0.0,-1.0,2.0,4.0,-1.0,-1.0,-1.0,-1.0,3221226246.0,-1.0,109,17,7,-1.0,1,71,-1.0,-1.0,-1.0,0
1.0,3.0,4,7,1,-1.0,0,1,0.0,-1.0,244,275,119,104,2,1,-1.0,0,12.0,-1.0,5,4,-1.0,0,1.0,6.0,-1.0,5,-1.0,244,65,24,0,44,-1.0,-1.0,3,11.0,-1.0,-1.0,0,1.0,1.0,-1.0,1.0,0.0,-1.0,3.0,4.0,-1.0,1.0,-1.0,-1.0,3221226246.0,1.0,109,17,5,-1.0,1,71,-1.0,70.0,-1.0,0
-1.0,7.0,4,7,1,-1.0,15,1,-1.0,-1.0,244,260,117,104,2,1,-1.0,14,1.0,-1.0,2,3,0.0,0,1.0,31.0,1.0,2,-1.0,244,66,72,4,44,1.0,-1.0,6,6.0,-1.0,-1.0,0,4.0,1.0,-1.0,-1.0,-1.0,-1.0,3.0,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,219,27,4,-1.0,0,71,-1.0,-1.0,-1.0,0
-1.0,2.0,5,7,1,-1.0,57,1,-1.0,-1.0,244,12,0,21,2,1,-1.0,94,17.0,-1.0,0,4,-1.0,0,-1.0,8.0,-1.0,6,-1.0,244,97,72,250,44,-1.0,-1.0,10,15.0,-1.0,-1.0,1,3.0,1.0,-1.0,1.0,-1.0,-1.0,4.0,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,208,27,3,1.0,1,71,-1.0,-1.0,-1.0,0
1.0,7.0,6,7,1,-1.0,57,1,0.0,-1.0,244,128,121,104,2,1,-1.0,162,12.0,-1.0,6,4,-1.0,0,-1.0,-1.0,-1.0,5,-1.0,244,72,24,1,44,-1.0,-1.0,4,11.0,-1.0,-1.0,1,-1.0,1.0,-1.0,-1.0,0.0,1.0,5.0,4.0,-1.0,-1.0,-1.0,-1.0,3221226246.0,-1.0,109,17,2,-1.0,1,71,-1.0,-1.0,-1.0,1
1.0,3.0,7,7,1,-1.0,0,1,0.0,-1.0,244,282,119,104,2,1,-1.0,0,12.0,-1.0,5,4,-1.0,0,1.0,6.0,-1.0,5,-1.0,244,65,24,0,44,-1.0,-1.0,3,11.0,-1.0,-1.0,0,1.0,1.0,-1.0,1.0,0.0,-1.0,6.0,4.0,-1.0,1.0,-1.0,-1.0,3221226246.0,1.0,109,17,5,-1.0,1,71,-1.0,70.0,-1.0,1
